"","pkg.name","fun.name","arg.types","arg.names"
"1496","SubTite","LikeStoppedSeparate","c(""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""int "", ""arma::vec "")","c("" Y"", "" I"", "" Dose"", "" Group"", "" a"", "" b"", "" T1"", "" nPats"", "" Stopped"")"
"1497","SubTite","GetRandGroup","c(""arma::vec "", ""arma::vec "")","c("" INC"", "" Stopped"")"
"1498","SubTite","MCMC","c(""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""double "", ""arma::vec "", ""arma::vec "", ""double "", ""double "", ""double "", ""arma::vec "", ""int "", ""int "", ""double "")","c("" Y"", "" I"", "" Doses"", "" Groups"", "" T1"", "" Target"", "" Upper"", "" Dose"", "" meanmu"", "" meanslope"", "" MeanInts"", "" MeanSlopes"", "" varint"", "" varbeta"", "" phetero"", "" Stopped"", "" NumPat"", "" SubRout"", "" B"")"
"1499","SubTite","MCMCSIM","c(""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""double "", ""arma::vec "", ""arma::vec "", ""double "", ""double "", ""double "", ""arma::vec "", ""int "", ""int "", ""double "")","c("" Y"", "" I"", "" Doses"", "" Groups"", "" T1"", "" Target"", "" Upper"", "" Dose"", "" meanmu"", "" meanslope"", "" MeanInts"", "" MeanSlopes"", "" varint"", "" varbeta"", "" phetero"", "" Stopped"", "" NumPat"", "" SubRout"", "" B"")"
"1500","SubTite","SimTrial1","c(""int "", ""int "", ""double "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""double "", ""arma::vec "", ""int "", ""arma::mat "", ""arma::mat "", ""double "", ""double "", ""arma::vec "", ""arma::vec "", ""double "", ""double "", ""double "", ""double "", ""double "", ""int "", ""int "")","c("" nSims"", "" Nmax"", "" T1"", "" Target"", "" Dose"", "" DoseStart"", "" Upper"", "" Accrue"", "" groupprob"", "" Family"", "" Param1"", "" Param2"", "" meanmu"", "" meanslope"", "" MeanInts"", "" MeanSlopes"", "" varint"", "" varbeta"", "" phetero"", "" NSep"", "" NBorrow"", "" cohort"", "" FULLY"")"
"1501","SuperRanker","overlap","IntegerMatrix "," rankMat"
"1502","SuperRanker","sracpp","c(""IntegerMatrix "", ""int "", ""int "", ""IntegerVector "", ""int "", ""NumericVector "")","c("" rankMat"", "" maxlength"", "" B"", "" cens"", "" type"", "" epsilon"")"
"1503","SuperRanker","sracppfull","c(""IntegerMatrix "", ""int "", ""NumericVector "")","c("" rankMat"", "" type"", "" epsilon"")"
"1504","SurvBoost","boosting_stratify_core","c(""arma::vec& "", ""arma::vec& "", ""arma::vec& "", ""int& "", ""arma::mat& "", ""int& "", ""double& "", ""int "")","c("" sample"", "" delta"", "" facility"", "" num_facility"", "" X"", "" M_stop"", "" rate"", "" adj_variables"")"
"1505","SurvBoost","boosting_stratify_path","c(""arma::vec& "", ""arma::vec& "", ""arma::vec& "", ""int& "", ""arma::mat& "", ""int& "", ""double& "", ""int "")","c("" sample"", "" delta"", "" facility"", "" num_facility"", "" X"", "" M_stop"", "" rate"", "" adj_variables"")"
"1506","SurvBoost","boosting_stratify_numselected1","c(""arma::vec& "", ""arma::vec& "", ""arma::vec& "", ""int& "", ""arma::mat& "", ""double& "", ""double& "", ""int "")","c("" sample"", "" delta"", "" facility"", "" num_facility"", "" X"", "" num_selected"", "" rate"", "" adj_variables"")"
"1507","SurvBoost","boosting_stratify_likelihood1","c(""arma::vec& "", ""arma::vec& "", ""arma::vec& "", ""int& "", ""arma::mat& "", ""double& "", ""double "", ""int "")","c("" sample"", "" delta"", "" facility"", "" num_facility"", "" X"", "" rate"", "" delta_likelihood"", "" adj_variables"")"
"1508","SurvBoost","boosting_stratify_BIC1","c(""arma::vec& "", ""arma::vec& "", ""arma::vec& "", ""int& "", ""arma::mat& "", ""double& "", ""bool& "", ""int "", ""double "", ""bool "")","c("" sample"", "" delta"", "" facility"", "" num_facility"", "" X"", "" rate"", "" early_stop"", "" adj_variables"", "" gamma"", "" aic"")"
"1509","SurvBoost","cross_validation_func_update","c(""int "", ""arma::vec "", ""arma::vec "", ""arma::mat "", ""arma::vec "", ""double "", ""int "", ""int "", ""int "")","c("" K"", "" time"", "" delta"", "" z"", "" facility"", "" rate"", "" track"", "" M_stop"", "" adj_variables"")"
"1510","T4transport","compute_pdist2","c(""arma::mat& "", ""arma::mat& "")","c("" X"", "" Y"")"
"1511","T4transport","cpp_barysinkhorn14","c(""arma::field<arma::mat>& "", ""arma::field<arma::vec>& "", ""arma::vec "", ""double "", ""double "", ""int "", ""double "", ""bool "", ""arma::vec "")","c("" listdXY"", "" marginals"", "" weights"", "" p"", "" lambda"", "" maxiter"", "" abstol"", "" printer"", "" initvec"")"
"1512","T4transport","cpp_sinkhorn13","c(""arma::vec "", ""arma::vec "", ""arma::mat "", ""double "", ""double "", ""int "", ""double "")","c("" a"", "" b"", "" dab"", "" lambda"", "" p"", "" maxiter"", "" abstol"")"
"1513","T4transport","image_barysinkhorn14","c(""arma::mat& "", ""arma::field<arma::vec>& "", ""arma::vec "", ""double "", ""double "", ""int "", ""double "", ""bool "", ""arma::vec "", ""int "")","c("" dxy"", "" marginals"", "" weights"", "" p"", "" lambda"", "" maxiter"", "" abstol"", "" printer"", "" initvec"", "" nthread"")"
"1514","TBRDist","uspr_dist","c(""const StringVector "", ""const StringVector "", ""const LogicalVector "", ""const LogicalVector "", ""const LogicalVector "")","c("" tree1"", "" tree2"", "" useTbrApproxEstimate"", "" useTbrEstimate"", "" useReplugEstimate"")"
"1515","TBRDist","tbr_dist","c(""const StringVector "", ""const StringVector "", ""const LogicalVector "", ""const LogicalVector "", ""const LogicalVector "", ""const LogicalVector "", ""const LogicalVector "", ""const LogicalVector "")","c("" tree1"", "" tree2"", "" printMafs"", "" countMafs"", "" optimize"", "" protectB"", "" exact"", "" approximate"")"
"1516","TBRDist","replug_dist","c(""StringVector "", ""StringVector "")","c("" tree1"", "" tree2"")"
"1517","ripserr","ripser_cpp","c(""const NumericMatrix& "", ""int "", ""float "", ""int "", ""int "")","c("" input_points"", "" dim"", "" thresh"", "" p"", "" format"")"
"1518","TESS","equations_pSurvival_rateshift_CPP","c(""NumericVector "", ""NumericVector "", ""NumericVector "", ""NumericVector "", ""double "", ""NumericVector "", ""double "", ""double "", ""bool "")","c("" lambda"", "" mu"", "" rateChangeTimes"", "" massExtinctionSurvivalProbabilities"", "" samplingProbability"", "" t_low"", "" t_high"", "" T"", "" log"")"
"1519","TESS","equations_p1_rateshift_CPP","c(""NumericVector "", ""NumericVector "", ""NumericVector "", ""NumericVector "", ""double "", ""NumericVector "", ""double "", ""bool "")","c("" lambda"", "" mu"", "" rateChangeTimes"", "" massExtinctionSurvivalProbabilities"", "" samplingProbability"", "" t"", "" T"", "" log"")"
"1520","TSDFGS","r_score","c(""Eigen::MatrixXd "", ""Eigen::MatrixXd "")","c("" x"", "" x0"")"
"1521","TSDFGS","pev_score","c(""Eigen::MatrixXd "", ""Eigen::MatrixXd "")","c("" X"", "" X0"")"
"1522","TSDFGS","cd_score","c(""Eigen::MatrixXd "", ""Eigen::MatrixXd "")","c("" x"", "" x0"")"
"1523","TestCor","vectorize","const NumericMatrix& "," mat"
"1524","TestCor","unvectorize","const NumericVector& "," vect"
"1525","TestCor","covDcor","const NumericMatrix& "," r"
"1526","TestCor","covD2nd","const NumericMatrix& "," r"
"1527","TexExamRandomizer","CompileDocument","c(""const StringVector& "", ""const StringVector& "", ""const StringVector& "")","c("" x"", "" layersNames"", "" layersCmd"")"
"1528","TreeBUGS","betampt","c(""int "", ""int "", ""int "", ""arma::mat "", ""arma::mat "", ""arma::mat "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "")","c("" M"", "" L"", "" nthin"", "" H"", "" a"", "" b"", "" c"", "" map"", "" shape"", "" rate"")"
"1529","TreeBUGS","simplempt","c(""int "", ""int "", ""int "", ""arma::mat "", ""arma::mat "", ""arma::mat "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "")","c("" M"", "" L"", "" nthin"", "" H"", "" a"", "" b"", "" c"", "" map"", "" alpha"", "" beta"")"
"1530","TreeBUGS","loglikMPT","c(""arma::mat "", ""arma::vec "", ""arma::mat "", ""arma::mat "", ""arma::vec "", ""arma::vec "")","c("" theta"", "" h"", "" a"", "" b"", "" c"", "" map"")"
"1531","TreeLS","thinCloud","c(""NumericMatrix& "", ""double "")","c("" las"", "" voxel"")"
"1532","TreeLS","RCropCloud","c(""NumericMatrix& "", ""double "", ""double "", ""double "", ""bool "", ""bool "")","c("" las"", "" xCenter"", "" yCenter"", "" len"", "" circle"", "" negative"")"
"1533","TreeLS","getHoughCircle","c(""NumericMatrix& "", ""double "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" pixel"", "" rad_max"", "" min_den"", "" min_votes"")"
"1534","TreeLS","singleStack","c(""NumericMatrix& "", ""double "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" pixel"", "" rad_max"", "" min_den"", "" min_votes"")"
"1535","TreeLS","stackMap","c(""NumericMatrix& "", ""double "", ""double "", ""double "", ""double "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" hmin"", "" hmax"", "" hstep"", "" pixel"", "" rad_max"", "" min_den"", "" min_votes"")"
"1536","TreeLS","houghStemPoints","c(""NumericMatrix& "", ""double "", ""double "", ""double "", ""double "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" h1"", "" h2"", "" hstep"", "" radius"", "" pixel"", "" density"", "" votes"")"
"1537","TreeLS","houghStemPlot","c(""NumericMatrix& "", ""NumericVector& "", ""double "", ""double "", ""double "", ""double "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" ptIds"", "" h1"", "" h2"", "" hstep"", "" radius"", "" pixel"", "" density"", "" votes"")"
"1538","TreeLS","getCircleRansac","c(""NumericMatrix& "", ""unsigned int "", ""double "", ""double "")","c("" las"", "" nSamples"", "" pConfidence"", "" pInliers"")"
"1539","TreeLS","ransacStemCircle","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "", ""double "", ""double "")","c("" las"", "" segs"", "" rads"", "" nSamples"", "" pConfidence"", "" pInliers"", "" tolerance"")"
"1540","TreeLS","irlsStemCylinder","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "")","c("" las"", "" segs"", "" rads"", "" nPoints"", "" tolerance"")"
"1541","TreeLS","irlsStemCircle","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "")","c("" las"", "" segs"", "" rads"", "" nSamples"", "" tolerance"")"
"1542","TreeLS","ransacStemCylinder","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "", ""double "", ""double "")","c("" las"", "" segs"", "" rads"", "" nSamples"", "" pConfidence"", "" pInliers"", "" tolerance"")"
"1543","TreeLS","ransacPlotCircles","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "", ""double "", ""double "")","c("" las"", "" tId"", "" segs"", "" rads"", "" nSamples"", "" pConfidence"", "" pInliers"", "" tolerance"")"
"1544","TreeLS","ransacPlotCylinders","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "", ""double "", ""double "")","c("" las"", "" tId"", "" segs"", "" rads"", "" nSamples"", "" pConfidence"", "" pInliers"", "" tolerance"")"
"1545","TreeLS","irlsPlotCylinders","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "")","c("" las"", "" tId"", "" segs"", "" rads"", "" nPoints"", "" tolerance"")"
"1546","TreeLS","irlsPlotCircles","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "")","c("" las"", "" tId"", "" segs"", "" rads"", "" nPoints"", "" tolerance"")"
"1547","TreeLS","pointMetricsCpp","c(""NumericMatrix& "", ""NumericMatrix& "", ""LogicalVector& "")","c("" las"", "" kIds"", "" whichMetrics"")"
"1548","TreeLS","voxelIndex","c(""NumericMatrix& "", ""double "")","c("" las"", "" d"")"
"1549","TreeLS","voxelMetrics","c(""NumericMatrix& "", ""List& "", ""LogicalVector& "")","c("" las"", "" voxelIds"", "" whichMetrics"")"
"1550","TreeLS","treeEigenHough","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""double "", ""double "", ""bool "", ""bool "")","c("" las"", "" ids"", "" split_by"", "" voxel"", "" rad"", "" is2d"", "" getSpace"")"
"1551","TreeLS","plotEigenHough","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""NumericVector& "", ""double "", ""double "", ""bool "", ""bool "")","c("" las"", "" ids"", "" split_by"", "" resplit_by"", "" voxel"", "" rad"", "" is2d"", "" getSpace"")"
"1552","TreeLS","cppFastApply","c(""NumericMatrix& "", ""StringVector& "")","c("" matrix"", "" funcList"")"
"1553","TreeLS","cppCircleFit","c(""NumericMatrix& "", ""std::string "", ""unsigned int "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" method"", "" n"", "" p"", "" inliers"", "" nbest"")"
"1554","TreeLS","cppCylinderFit","c(""NumericMatrix& "", ""std::string "", ""unsigned int "", ""double "", ""double "", ""double "", ""unsigned int "")","c("" las"", "" method"", "" n"", "" p"", "" inliers"", "" max_angle"", "" n_best"")"
"1555","TreeLS","treeIdsFromMap","c(""NumericMatrix& "", ""NumericMatrix& "", ""NumericVector& "", ""double "", ""bool "")","c("" las"", "" xycenters"", "" uniqueIds"", "" length"", "" circle"")"
"1556","TreeLS","bruteForceRansacCylinder","c(""NumericMatrix& "", ""unsigned int "", ""double "", ""double "", ""unsigned int "", ""double "")","c("" las"", "" nSamples"", "" pConfidence"", "" pInliers"", "" nBest"", "" maxAngle"")"
"1557","TreeLS","bfStemCylinder","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "", ""double "", ""double "", ""double "")","c("" las"", "" segs"", "" rads"", "" nSamples"", "" pConfidence"", "" pInliers"", "" max_angle"", "" tolerance"")"
"1558","TreeLS","bfPlotCylinders","c(""NumericMatrix& "", ""NumericVector& "", ""NumericVector& "", ""NumericVector& "", ""unsigned int "", ""double "", ""double "", ""double "", ""double "")","c("" las"", "" tId"", "" segs"", "" rads"", "" nSamples"", "" pConfidence"", "" pInliers"", "" max_angle"", "" tolerance"")"
"1559","UComp","UCompC","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" commands"", "" ys"", "" us"", "" models"", "" periodss"", "" rhoss"", "" hs"", "" tTests"", "" criterions"", "" ps"", "" rubbish2s"", "" rubbishs"", "" verboses"", "" stepwises"", "" estimOks"", "" p0s"", "" vs"", "" yFitVs"", "" nonStationaryTermss"", "" rubbish3s"", "" harmonicss"", "" criterias"", "" cycleLimitss"", "" betass"", "" typeOutlierss"")"
"1560","UniDOE","CritEval","c(""NumericMatrix "", ""int "", ""int "")","c("" X0"", "" q"", "" crit"")"
"1561","UniDOE","SATA_UD","c(""int "", ""int "", ""int "", ""StringVector "", ""NumericMatrix "", ""int "", ""int "", ""double "")","c("" n"", "" s"", "" q"", "" init"", "" initX"", "" crit"", "" maxiter"", "" hits_ratio"")"
"1562","UniDOE","SATA_AUD","c(""NumericMatrix "", ""int "", ""int "", ""int "", ""StringVector "", ""NumericMatrix "", ""int "", ""int "", ""double "")","c("" XP"", "" n"", "" s"", "" q"", "" init"", "" initX"", "" crit"", "" maxiter"", "" hits_ratio"")"
"1563","UniDOE","SATA_LP","c(""NumericMatrix "", ""int "", ""int "", ""int "", ""double "")","c("" X0"", "" q"", "" crit"", "" maxiter"", "" hits_ratio"")"
"1564","UniIsoRegression","reg_1d_l1","c(""std::vector<double>& "", ""std::vector<double>& "", ""std::vector<double>& "", ""bool "")","c("" ycoords"", "" weights"", "" error"", "" decreasing"")"
"1565","UniIsoRegression","uni_1d_l1","c(""std::vector<double>& "", ""std::vector<double>& "")","c("" ycoords"", "" weights"")"
"1566","UniIsoRegression","reg_1d_l2","c(""std::vector<double>& "", ""std::vector<double>& "", ""bool "")","c("" y_vec"", "" w_vec"", "" decreasing"")"
"1567","UniIsoRegression","uni_1d_l2","c(""std::vector<double>& "", ""std::vector<double>& "")","c("" y_vec"", "" w_vec"")"
"1568","UniIsoRegression","reg_1d_linf","c(""std::vector<double>& "", ""bool "")","c("" y"", "" decreasing"")"
"1569","UniIsoRegression","uni_1d_linf","std::vector<double>& "," y_vec"
"1570","UniIsoRegression","pre_2d_l1_inc","c(""NumericMatrix& "", ""NumericMatrix& "")","c("" w"", "" data"")"
"1571","UniIsoRegression","pre_2d_l2_inc","c(""NumericMatrix& "", ""NumericMatrix& "")","c("" w"", "" data"")"
"1572","UniIsoRegression","reg_1d","c(""std::vector<double>& "", ""std::vector<double>& "", ""int "", ""bool "", ""bool "")","c("" y_vec"", "" w_vec"", "" metric"", "" unimodal"", "" decreasing"")"
"1573","UniIsoRegression","reg_2d","c(""NumericMatrix& "", ""NumericMatrix& "", ""int "")","c("" y_vec"", "" w_vec"", "" metric"")"
"1574","UtilityFrailtyPH12","GetDesire","c(""double "", ""double "", ""arma::vec "")","c("" PE"", "" PT"", "" Contour"")"
"1575","UtilityFrailtyPH12","UTEFFTOX","c(""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""arma::vec "", ""int "")","c("" YE"", "" YT"", "" Doses"", "" HypermeansEFF"", "" HypermeansTOX"", "" Hypervars"", "" B"")"
"1576","V8","context_eval","c(""String "", ""XPtr< v8::Persistent<v8::Context> > "", ""bool "")","c("" src"", "" ctx"", "" serialize"")"
"1577","V8","write_array_buffer","c(""String "", ""RawVector "", ""XPtr< v8::Persistent<v8::Context> > "")","c("" key"", "" data"", "" ctx"")"
"1578","V8","context_validate","c(""String "", ""XPtr< v8::Persistent<v8::Context> > "")","c("" src"", "" ctx"")"
"1579","V8","context_null","XPtr< v8::Persistent<v8::Context>> "," ctx"
"1580","V8","make_context","bool "," set_console"
"1581","V8","context_enable_typed_arrays","XPtr< v8::Persistent<v8::Context> > "," ctx"
"1582","WRI","Rcpp_D_4cell","c(""const arma::mat& "", ""const arma::mat& "", ""const arma::mat& "")","c("" Xmat"", "" Q_res"", "" q_res"")"
"1583","WRI","Rcpp_D_cell","c(""const arma::mat& "", ""const arma::mat& "")","c("" Xmat"", "" Q_res"")"
"1584","WRI","kernel_partialF","c(""const arma::mat& "", ""const arma::mat& "", ""const arma::mat& "", ""int "")","c("" Xc"", "" Q_res"", "" left_mat"", "" r"")"
"1585","WaveSampling","IB","c(""const arma::sp_mat& "", ""const arma::vec& "")","c("" W"", "" s"")"
"1586","WaveSampling","distUnitk","c(""arma::mat "", ""int "", ""bool "", ""double "")","c("" X"", "" k"", "" tore"", "" toreBound"")"
"1587","WaveSampling","sb_vk","c(""arma::vec "", ""arma::mat "", ""arma::vec "")","c("" pik"", "" X"", "" s"")"
"1588","WaveSampling","wave","c(""const arma::mat& "", ""const arma::vec& "", ""double "", ""bool "", ""bool "", ""double "", ""bool "", ""bool "")","c("" X"", "" pik"", "" bound"", "" tore"", "" shift"", "" toreBound"", "" comment"", "" fixedSize"")"
"1589","WaveSampling","wpik","c(""arma::mat "", ""arma::vec "", ""double "", ""bool "", ""bool "", ""double "")","c("" X"", "" pik"", "" bound"", "" tore"", "" shift"", "" toreBound"")"
"1590","WaveSampling","wpikInv","c(""arma::mat "", ""arma::vec "", ""bool "", ""bool "", ""double "")","c("" X"", "" pik"", "" tore"", "" shift"", "" toreBound"")"
"1591","acrt","testvals","c(""Eigen::Map<Eigen::MatrixXd> "", ""Eigen::Map<Eigen::MatrixXd> "", ""Eigen::Map<Eigen::VectorXd> "", ""Eigen::Map<Eigen::MatrixXd> "", ""Eigen::Map<Eigen::MatrixXd> "", ""Eigen::Map<Eigen::MatrixXd> "", ""Eigen::Map<Eigen::MatrixXd> "", ""int "", ""int "", ""int "", ""int "", ""bool "")","c("" y"", "" Coefpremult"", "" partial"", "" X"", "" Wmat"", "" Bmat"", "" R"", "" dim"", "" Nrep"", "" q"", "" cores"", "" Eicker"")"
"1592","acrt","ctestE","c(""Eigen::MatrixXd "", ""Eigen::MatrixXd "", ""Eigen::MatrixXd "", ""Eigen::MatrixXd "", ""int "")","c("" umat"", "" Rbmat"", "" Wmat"", "" Bmat"", "" cores"")"
"1593","wbsd","ctest","c(""Eigen::MatrixXd "", ""Eigen::MatrixXd "", ""Eigen::VectorXd "", ""Eigen::MatrixXd "", ""int "", ""double "")","c("" umat"", "" Rbmat"", "" Wvec"", "" Bmat"", "" cores"", "" tol"")"
"1594","adpss","work_test_norm_c","c(""const double "", ""const double "", ""const double "", ""const double "", ""const double "", ""const double "", ""const double "", ""const double "", ""const int "", ""const int "", ""NumericVector "", ""NumericVector "", ""const double "", ""const double "", ""const double "", ""const double "", ""const bool "", ""const bool "", ""const int "", ""const double "", ""const double "")","c("" overall_sig_level"", "" work_beta"", "" cond_alpha"", "" cost_type_1_err"", "" cost_type_2_err"", "" prev_cost"", "" min_effect_size"", "" effect_size"", "" basic_schedule_num"", "" basic_schedule_power"", "" basic_schedule"", "" prior_dist"", "" prev_time"", "" time"", "" next_time"", "" stat"", "" input_check"", "" out_process"", "" simpson_div"", "" tol_boundary"", "" tol_cost"")"
"1595","adpss","sample_size_norm_c","c(""List "", ""const bool "", ""const double "", ""const double "", ""const double "", ""const double "", ""const double "", ""const bool "")","c("" initial_test"", "" sample_size"", "" effect_size"", "" time"", "" target_power"", "" final_time"", "" tol_sample_size"", "" input_check"")"
"1596","adpss","exact_est_norm_c","c(""List "", ""NumericVector "", ""NumericVector "", ""NumericVector "", ""const bool "", ""const bool "", ""const double "", ""const double "", ""const bool "")","c("" initial_test"", "" times"", "" stats"", "" costs"", "" final_analysis"", "" estimate"", "" ci_coef"", "" tol_est"", "" input_check"")"
"1597","afCEC","UpdateMeansForQuadraticFunction","List& "," res"
"1598","afCEC","CalculateEllipsesOfConfidenceForQuadraticFunction","c(""List "", ""double "", ""int "")","c("" res"", "" confidence"", "" segments"")"
"1599","afCEC","CalculateEllipsoidsOfConfidenceForQuadraticFunction","c(""List "", ""double "", ""int "")","c("" res"", "" confidence"", "" gridRes"")"
"1600","afCEC","afCECCppRoutine","c(""const arma::mat& "", ""int "", ""const SEXP& "", ""double "", ""double "", ""int "", ""int "", ""int "", ""const std::string& "", ""const arma::mat& "", ""bool "")","c("" points"", "" maxClusters"", "" initialLabels"", "" cardMin"", "" costThreshold"", "" minIterations"", "" maxIterations"", "" numberOfStarts"", "" method"", "" values"", "" interactive"")"
"1601","alakazam","seqEqual","c(""std::string "", ""std::string "", ""CharacterVector "")","c("" seq1"", "" seq2"", "" ignore"")"
"1602","alakazam","pairwiseEqual","StringVector "," seq"
"1603","alakazam","seqDistRcpp","c(""std::string "", ""std::string "", ""NumericMatrix "")","c("" seq1"", "" seq2"", "" dist_mat"")"
"1604","alakazam","pairwiseDistRcpp","c(""StringVector "", ""NumericMatrix "")","c("" seq"", "" dist_mat"")"
"1605","alakazam","nonsquareDistRcpp","c(""StringVector "", ""NumericVector "", ""NumericMatrix "")","c("" seq"", "" indx"", "" dist_mat"")"
"1606","alpaca","CenterVariables","c(""const arma::mat& "", ""const arma::vec& "", ""const List& "", ""const double "")","c("" V"", "" w"", "" klist"", "" tol"")"
"1607","alpaca","GetAlpha","c(""const arma::vec& "", ""const List& "", ""const double "")","c("" pi"", "" klist"", "" tol"")"
"1608","alpaca","GroupSums","c(""const arma::mat& "", ""const arma::vec& "", ""const List& "")","c("" M"", "" w"", "" jlist"")"
"1609","alpaca","GroupSumsSpectral","c(""const arma::mat& "", ""const arma::vec& "", ""const arma::vec& "", ""const int "", ""const List& "")","c("" M"", "" v"", "" w"", "" L"", "" jlist"")"
"1610","alpaca","GroupSumsVar","c(""const arma::mat& "", ""const List& "")","c("" M"", "" jlist"")"
"1611","alpaca","GroupSumsCov","c(""const arma::mat& "", ""const arma::mat& "", ""const List& "")","c("" M"", "" N"", "" jlist"")"
"1612","ampir","rcpp_paac","c(""CharacterVector "", ""NumericMatrix "", ""int "", ""float "")","c("" seq"", "" H"", "" lambda"", "" w"")"
"1613","anMC","trmvrnorm_rej_cpp","c(""int "", ""arma::vec "", ""arma::mat "", ""arma::vec "", ""arma::vec "", ""int "")","c("" n"", "" mu"", "" sigma"", "" lower"", "" upper"", "" verb"")"
"1614","anomaly","marshall_MeanVarAnomaly","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"")"
"1615","anomaly","marshall_MeanAnomaly","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"")"
"1616","anomaly","marshall_RobustMeanAnomaly","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"")"
"1617","anomaly","marshall_recursive_anomalies","c(""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"")"
"1618","anomaly","marshall_recursive_mvanomalies","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"")"
"1619","anomaly","marshall_MeanVarAnomalyMV","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"", "" h"", "" i"")"
"1620","anomaly","marshall_RobustMeanAnomalyMV","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"", "" h"", "" i"")"
"1621","anomaly","marshall_MeanAnomalyMV","c(""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "", ""SEXP "")","c("" a"", "" b"", "" c"", "" d"", "" e"", "" f"", "" g"", "" h"", "" i"")"
"1622","anomaly","marshall_sequential_ests","c(""const std::vector<double>& "", ""int "", ""int "", ""double "", ""double "", ""double "", ""double "", ""double "", ""double "")","c("" data"", "" n"", "" burnin"", "" lqs"", "" lqf0"", "" meds"", "" medf0"", "" uqs"", "" uqf0"")"
"1623","anomaly","marshall_pass","c(""const std::list<std::vector<double> >& "", ""const int& "", ""const int& "", ""const int& "", ""const double& "")","c("" Xi"", "" Lmax"", "" Lmin"", "" alpha"", "" lambda"")"
"1624","anomaly","tukey_mean","c(""std::vector<double> "", ""double "")","c("" x"", "" th"")"
"1625","ape","bipartition2","c(""IntegerMatrix "", ""int "")","c("" orig"", "" nTips"")"
