"Version","index","questions_original","question_original","questions","question","choices_original","(choice|CorrectChoice)_original","choices","choice","CorrectChoice"
"8","24","5","1","2","6","1","1","1","4",""
"8","25","3","3","3","7","1","1","1","1",""
"8","26","3","3","3","7","1","2","1","2",""
"8","27","3","3","3","7","1","4","1","","3"
"8","28","3","3","3","7","1","3","1","4",""
"8","29","3","1","3","8","1","3","1","1",""
"8","30","3","1","3","8","1","1","1","2",""
"8","31","3","1","3","8","1","4","1","","3"
"8","32","3","1","3","8","1","2","1","4",""
"8","33","3","2","3","9","1","1","1","1",""
"8","34","3","2","3","9","1","3","1","2",""
"8","35","3","2","3","9","1","2","1","3",""
"8","36","3","2","3","9","1","4","1","","4"
"8","37","1","8","4","10","1","3","1","1",""
"8","38","1","8","4","10","1","2","1","2",""
"8","39","1","8","4","10","1","4","1","","3"
"8","40","1","8","4","10","1","1","1","4",""
"8","41","1","7","4","11","1","1","1","1",""
"8","42","1","7","4","11","1","4","1","","2"
"8","43","1","7","4","11","1","2","1","3",""
"8","44","1","7","4","11","1","3","1","4",""
"8","45","1","6","4","12","1","1","1","1",""
"8","46","1","6","4","12","1","2","1","2",""
"8","47","1","6","4","12","1","4","1","","3"
"8","48","1","6","4","12","1","3","1","4",""
"8","49","4","3","5","13","1","3","1","1",""
"8","50","4","3","5","13","1","4","1","","2"
"8","51","4","3","5","13","1","1","1","3",""
"8","52","4","3","5","13","1","2","1","4",""
"8","53","4","1","5","14","1","2","1","1",""
"8","54","4","1","5","14","1","1","1","2",""
"8","55","4","1","5","14","1","3","1","3",""
"8","56","4","1","5","14","1","4","1","","4"
"8","57","4","5","5","15","1","2","1","1",""
"8","58","4","5","5","15","1","3","1","2",""
"8","59","4","5","5","15","1","4","1","","3"
"8","60","4","5","5","15","1","1","1","4",""
"9","1","3","5","1","1","1","4","1","1",""
"9","2","3","5","1","1","1","1","1","2",""
"9","3","3","5","1","1","1","3","1","3",""
"9","4","3","5","1","1","1","2","1","","4"
"9","5","3","1","1","2","1","3","1","1",""
"9","6","3","1","1","2","1","2","1","2",""
"9","7","3","1","1","2","1","4","1","","3"
"9","8","3","1","1","2","1","1","1","4",""
"9","9","3","4","1","3","1","3","1","1",""
"9","10","3","4","1","3","1","4","1","","2"
"9","11","3","4","1","3","1","2","1","3",""
"9","12","3","4","1","3","1","1","1","4",""
"9","13","1","1","2","4","1","4","1","","1"
"9","14","1","1","2","4","1","1","1","2",""
"9","15","1","1","2","4","1","3","1","3",""
"9","16","1","1","2","4","1","2","1","4",""
"9","17","1","7","2","5","1","1","1","1",""
"9","18","1","7","2","5","1","4","1","","2"
"9","19","1","7","2","5","1","3","1","3",""
"9","20","1","7","2","5","1","2","1","4",""
"9","21","1","2","2","6","1","2","1","1",""
"9","22","1","2","2","6","1","1","1","2",""
"9","23","1","2","2","6","1","4","1","","3"
"9","24","1","2","2","6","1","3","1","4",""
"9","25","5","1","3","7","1","2","1","1",""
"9","26","5","1","3","7","1","3","1","2",""
"9","27","5","1","3","7","1","1","1","3",""
"9","28","5","1","3","7","1","4","1","","4"
"9","29","4","4","4","8","1","2","1","1",""
"9","30","4","4","4","8","1","3","1","","2"
"9","31","4","4","4","8","1","4","1","3",""
"9","32","4","4","4","8","1","1","1","4",""
"9","33","4","1","4","9","1","3","1","1",""
"9","34","4","1","4","9","1","1","1","2",""
"9","35","4","1","4","9","1","4","1","","3"
"9","36","4","1","4","9","1","2","1","4",""
"9","37","4","2","4","10","1","2","1","1",""
"9","38","4","2","4","10","1","1","1","2",""
"9","39","4","2","4","10","1","3","1","3",""
"9","40","4","2","4","10","1","4","1","","4"
"9","41","2","1","5","11","1","2","1","1",""
"9","42","2","1","5","11","1","3","1","2",""
"9","43","2","1","5","11","1","4","1","","3"
"9","44","2","1","5","11","1","1","1","4",""
"9","45","2","4","5","12","1","4","1","1",""
"9","46","2","4","5","12","1","3","1","2",""
"9","47","2","4","5","12","1","2","1","3",""
"9","48","2","4","5","12","1","1","1","","4"
"9","49","2","20","5","13","1","2","1","1",""
"9","50","2","20","5","13","1","4","1","","2"
"9","51","2","20","5","13","1","1","1","3",""
"9","52","2","20","5","13","1","3","1","4",""
"9","53","2","6","5","14","1","2","1","1",""
"9","54","2","6","5","14","1","3","1","2",""
"9","55","2","6","5","14","1","1","1","3",""
"9","56","2","6","5","14","1","4","1","","4"
"9","57","2","2","5","15","1","1","1","1",""
"9","58","2","2","5","15","1","3","1","2",""
"9","59","2","2","5","15","1","2","1","3",""
"9","60","2","2","5","15","1","4","1","","4"
"10","1","1","5","1","1","1","4","1","","1"
"10","2","1","5","1","1","1","1","1","2",""
"10","3","1","5","1","1","1","3","1","3",""
"10","4","1","5","1","1","1","2","1","4",""
"10","5","1","6","1","2","1","1","1","1",""
"10","6","1","6","1","2","1","3","1","2",""
"10","7","1","6","1","2","1","2","1","3",""
"10","8","1","6","1","2","1","4","1","","4"
"10","9","1","1","1","3","1","4","1","","1"
"10","10","1","1","1","3","1","3","1","2",""
"10","11","1","1","1","3","1","1","1","3",""
"10","12","1","1","1","3","1","2","1","4",""
"10","13","4","3","2","4","1","3","1","1",""
"10","14","4","3","2","4","1","4","1","","2"
"10","15","4","3","2","4","1","2","1","3",""
"10","16","4","3","2","4","1","1","1","4",""
"10","17","4","7","2","5","1","4","1","","1"
"10","18","4","7","2","5","1","2","1","2",""
"10","19","4","7","2","5","1","1","1","3",""
"10","20","4","7","2","5","1","3","1","4",""
"10","21","4","5","2","6","1","2","1","1",""
"10","22","4","5","2","6","1","3","1","2",""
"10","23","4","5","2","6","1","4","1","","3"
"10","24","4","5","2","6","1","1","1","4",""
"10","25","5","1","3","7","1","3","1","1",""
"10","26","5","1","3","7","1","1","1","2",""
"10","27","5","1","3","7","1","2","1","3",""
"10","28","5","1","3","7","1","4","1","","4"
"10","29","2","1","4","8","1","2","1","1",""
"10","30","2","1","4","8","1","1","1","2",""
"10","31","2","1","4","8","1","4","1","","3"
"10","32","2","1","4","8","1","3","1","4",""
"10","33","2","19","4","9","1","1","1","1",""
"10","34","2","19","4","9","1","2","1","2",""
"10","35","2","19","4","9","1","4","1","","3"
"10","36","2","19","4","9","1","3","1","4",""
"10","37","2","15","4","10","1","1","1","1",""
"10","38","2","15","4","10","1","3","1","2",""
"10","39","2","15","4","10","1","4","1","","3"
"10","40","2","15","4","10","1","2","1","4",""
"10","41","2","6","4","11","1","3","1","1",""
"10","42","2","6","4","11","1","2","1","2",""
"10","43","2","6","4","11","1","4","1","","3"
"10","44","2","6","4","11","1","1","1","4",""
"10","45","2","2","4","12","1","4","1","","1"
"10","46","2","2","4","12","1","1","1","2",""
"10","47","2","2","4","12","1","3","1","3",""
"10","48","2","2","4","12","1","2","1","4",""
"10","49","3","1","5","13","1","2","1","1",""
"10","50","3","1","5","13","1","4","1","","2"
"10","51","3","1","5","13","1","1","1","3",""
"10","52","3","1","5","13","1","3","1","4",""
"10","53","3","5","5","14","1","2","1","","1"
"10","54","3","5","5","14","1","3","1","2",""
"10","55","3","5","5","14","1","4","1","3",""
"10","56","3","5","5","14","1","1","1","4",""
"10","57","3","3","5","15","1","4","1","","1"
"10","58","3","3","5","15","1","1","1","2",""
"10","59","3","3","5","15","1","2","1","3",""
"10","60","3","3","5","15","1","3","1","4",""
"11","1","4","5","1","1","1","1","1","1",""
"11","2","4","5","1","1","1","2","1","2",""
"11","3","4","5","1","1","1","3","1","3",""
"11","4","4","5","1","1","1","4","1","","4"
"11","5","4","3","1","2","1","4","1","","1"
"11","6","4","3","1","2","1","1","1","2",""
"11","7","4","3","1","2","1","2","1","3",""
"11","8","4","3","1","2","1","3","1","4",""
"11","9","4","1","1","3","1","4","1","","1"
"11","10","4","1","1","3","1","2","1","2",""
"11","11","4","1","1","3","1","1","1","3",""
"11","12","4","1","1","3","1","3","1","4",""
"11","13","1","3","2","4","1","1","1","1",""
"11","14","1","3","2","4","1","2","1","2",""
"11","15","1","3","2","4","1","3","1","3",""
"11","16","1","3","2","4","1","4","1","","4"
"11","17","1","1","2","5","1","3","1","1",""
"11","18","1","1","2","5","1","1","1","2",""
"11","19","1","1","2","5","1","2","1","3",""
"11","20","1","1","2","5","1","4","1","","4"
"11","21","1","5","2","6","1","3","1","1",""
"11","22","1","5","2","6","1","1","1","2",""
"11","23","1","5","2","6","1","2","1","3",""
"11","24","1","5","2","6","1","4","1","","4"
"11","25","3","6","3","7","1","2","1","1",""
"11","26","3","6","3","7","1","3","1","2",""
"11","27","3","6","3","7","1","1","1","3",""
"11","28","3","6","3","7","1","4","1","","4"
"11","29","3","7","3","8","1","4","1","","1"
"11","30","3","7","3","8","1","2","1","2",""
"11","31","3","7","3","8","1","3","1","3",""
"11","32","3","7","3","8","1","1","1","4",""
"11","33","3","2","3","9","1","2","1","1",""
"11","34","3","2","3","9","1","4","1","","2"
"11","35","3","2","3","9","1","1","1","3",""
"11","36","3","2","3","9","1","3","1","4",""
"11","37","2","2","4","10","1","1","1","1",""
"11","38","2","2","4","10","1","4","1","","2"
"11","39","2","2","4","10","1","2","1","3",""
"11","40","2","2","4","10","1","3","1","4",""
"11","41","2","18","4","11","1","1","1","1",""
"11","42","2","18","4","11","1","3","1","2",""
"11","43","2","18","4","11","1","2","1","3",""
"11","44","2","18","4","11","1","4","1","","4"
"11","45","2","6","4","12","1","2","1","1",""
"11","46","2","6","4","12","1","4","1","","2"
"11","47","2","6","4","12","1","3","1","3",""
"11","48","2","6","4","12","1","1","1","4",""
"11","49","2","16","4","13","1","1","1","","1"
"11","50","2","16","4","13","1","4","1","2",""
"11","51","2","16","4","13","1","2","1","3",""
"11","52","2","16","4","13","1","3","1","4",""
"11","53","2","10","4","14","1","3","1","1",""
"11","54","2","10","4","14","1","4","1","","2"
"11","55","2","10","4","14","1","1","1","3",""
"11","56","2","10","4","14","1","2","1","4",""
"11","57","5","1","5","15","1","1","1","1",""
"11","58","5","1","5","15","1","4","1","","2"
"11","59","5","1","5","15","1","2","1","3",""
"11","60","5","1","5","15","1","3","1","4",""
"12","1","2","11","1","1","1","1","1","1",""
"12","2","2","11","1","1","1","4","1","","2"
"12","3","2","11","1","1","1","3","1","3",""
"12","4","2","11","1","1","1","2","1","4",""
"12","5","2","16","1","2","1","4","1","1",""
"12","6","2","16","1","2","1","2","1","2",""
"12","7","2","16","1","2","1","1","1","","3"
"12","8","2","16","1","2","1","3","1","4",""
"12","9","2","9","1","3","1","4","1","","1"
"12","10","2","9","1","3","1","1","1","2",""
"12","11","2","9","1","3","1","3","1","3",""
"12","12","2","9","1","3","1","2","1","4",""
"12","13","2","18","1","4","1","2","1","1",""
"12","14","2","18","1","4","1","3","1","2",""
"12","15","2","18","1","4","1","4","1","","3"
"12","16","2","18","1","4","1","1","1","4",""
"12","17","2","6","1","5","1","3","1","1",""
"12","18","2","6","1","5","1","1","1","2",""
"12","19","2","6","1","5","1","4","1","","3"
"12","20","2","6","1","5","1","2","1","4",""
"12","21","1","5","2","6","1","2","1","1",""
"12","22","1","5","2","6","1","3","1","2",""
"12","23","1","5","2","6","1","1","1","3",""
"12","24","1","5","2","6","1","4","1","","4"
"12","25","1","2","2","7","1","2","1","1",""
"12","26","1","2","2","7","1","1","1","2",""
"12","27","1","2","2","7","1","3","1","3",""
"12","28","1","2","2","7","1","4","1","","4"
"12","29","1","1","2","8","1","4","1","","1"
"12","30","1","1","2","8","1","1","1","2",""
"12","31","1","1","2","8","1","3","1","3",""
"12","32","1","1","2","8","1","2","1","4",""
"12","33","4","2","3","9","1","3","1","1",""
"12","34","4","2","3","9","1","1","1","2",""
"12","35","4","2","3","9","1","2","1","3",""
"12","36","4","2","3","9","1","4","1","","4"
"12","37","4","1","3","10","1","1","1","1",""
"12","38","4","1","3","10","1","3","1","2",""
"12","39","4","1","3","10","1","4","1","","3"
"12","40","4","1","3","10","1","2","1","4",""
"12","41","4","6","3","11","1","2","1","1",""
"12","42","4","6","3","11","1","4","1","","2"
"12","43","4","6","3","11","1","1","1","3",""
"12","44","4","6","3","11","1","3","1","4",""
"12","45","5","1","4","12","1","2","1","1",""
"12","46","5","1","4","12","1","1","1","2",""
"12","47","5","1","4","12","1","3","1","3",""
"12","48","5","1","4","12","1","4","1","","4"
"12","49","3","2","5","13","1","4","1","","1"
"12","50","3","2","5","13","1","2","1","2",""
"12","51","3","2","5","13","1","3","1","3",""
"12","52","3","2","5","13","1","1","1","4",""
"12","53","3","4","5","14","1","2","1","1",""
"12","54","3","4","5","14","1","4","1","","2"
"12","55","3","4","5","14","1","3","1","3",""
"12","56","3","4","5","14","1","1","1","4",""
"12","57","3","6","5","15","1","3","1","1",""
"12","58","3","6","5","15","1","2","1","2",""
"12","59","3","6","5","15","1","4","1","","3"
"12","60","3","6","5","15","1","1","1","4",""
"13","1","1","4","1","1","1","1","1","1",""
"13","2","1","4","1","1","1","4","1","","2"
"13","3","1","4","1","1","1","3","1","3",""
"13","4","1","4","1","1","1","2","1","4",""
"13","5","1","3","1","2","1","3","1","1",""
"13","6","1","3","1","2","1","1","1","2",""
"13","7","1","3","1","2","1","4","1","","3"
"13","8","1","3","1","2","1","2","1","4",""
"13","9","1","6","1","3","1","3","1","1",""
"13","10","1","6","1","3","1","4","1","","2"
"13","11","1","6","1","3","1","2","1","3",""
"13","12","1","6","1","3","1","1","1","4",""
"13","13","4","5","2","4","1","1","1","1",""
"13","14","4","5","2","4","1","3","1","2",""
"13","15","4","5","2","4","1","4","1","","3"
"13","16","4","5","2","4","1","2","1","4",""
"13","17","4","6","2","5","1","4","1","","1"
"13","18","4","6","2","5","1","3","1","2",""
"13","19","4","6","2","5","1","2","1","3",""
"13","20","4","6","2","5","1","1","1","4",""
"13","21","4","3","2","6","1","4","1","","1"
"13","22","4","3","2","6","1","3","1","2",""
"13","23","4","3","2","6","1","1","1","3",""
"13","24","4","3","2","6","1","2","1","4",""
"13","25","5","1","3","7","1","2","1","1",""
"13","26","5","1","3","7","1","4","1","","2"
"13","27","5","1","3","7","1","3","1","3",""
"13","28","5","1","3","7","1","1","1","4",""
"13","29","3","2","4","8","1","2","1","1",""
"13","30","3","2","4","8","1","1","1","2",""
"13","31","3","2","4","8","1","3","1","3",""
"13","32","3","2","4","8","1","4","1","","4"
"13","33","3","1","4","9","1","1","1","1",""
"13","34","3","1","4","9","1","4","1","","2"
"13","35","3","1","4","9","1","2","1","3",""
"13","36","3","1","4","9","1","3","1","4",""
"13","37","3","4","4","10","1","1","1","1",""
"13","38","3","4","4","10","1","3","1","2",""
"13","39","3","4","4","10","1","4","1","","3"
"13","40","3","4","4","10","1","2","1","4",""
"13","41","2","5","5","11","1","3","1","1",""
"13","42","2","5","5","11","1","4","1","2",""
"13","43","2","5","5","11","1","1","1","3",""
"13","44","2","5","5","11","1","2","1","","4"
"13","45","2","16","5","12","1","1","1","","1"
"13","46","2","16","5","12","1","2","1","2",""
"13","47","2","16","5","12","1","3","1","3",""
"13","48","2","16","5","12","1","4","1","4",""
"13","49","2","19","5","13","1","4","1","","1"
"13","50","2","19","5","13","1","3","1","2",""
"13","51","2","19","5","13","1","1","1","3",""
"13","52","2","19","5","13","1","2","1","4",""
"13","53","2","2","5","14","1","2","1","1",""
"13","54","2","2","5","14","1","4","1","","2"
"13","55","2","2","5","14","1","1","1","3",""
"13","56","2","2","5","14","1","3","1","4",""
"13","57","2","17","5","15","1","1","1","1",""
"13","58","2","17","5","15","1","4","1","","2"
"13","59","2","17","5","15","1","3","1","3",""
"13","60","2","17","5","15","1","2","1","4",""
"14","1","3","4","1","1","1","4","1","","1"
"14","2","3","4","1","1","1","2","1","2",""
"14","3","3","4","1","1","1","1","1","3",""
"14","4","3","4","1","1","1","3","1","4",""
"14","5","3","5","1","2","1","3","1","1",""
"14","6","3","5","1","2","1","1","1","2",""
"14","7","3","5","1","2","1","4","1","3",""
"14","8","3","5","1","2","1","2","1","","4"
"14","9","3","1","1","3","1","4","1","","1"
"14","10","3","1","1","3","1","3","1","2",""
"14","11","3","1","1","3","1","2","1","3",""
"14","12","3","1","1","3","1","1","1","4",""
"14","13","2","12","2","4","1","4","1","","1"
"14","14","2","12","2","4","1","2","1","2",""
"14","15","2","12","2","4","1","3","1","3",""
"14","16","2","12","2","4","1","1","1","4",""
"14","17","2","13","2","5","1","4","1","1",""
"14","18","2","13","2","5","1","2","1","","2"
"14","19","2","13","2","5","1","3","1","3",""
"14","20","2","13","2","5","1","1","1","4",""
"14","21","2","1","2","6","1","3","1","1",""
"14","22","2","1","2","6","1","4","1","","2"
"14","23","2","1","2","6","1","2","1","3",""
"14","24","2","1","2","6","1","1","1","4",""
"14","25","2","18","2","7","1","1","1","1",""
"14","26","2","18","2","7","1","3","1","2",""
"14","27","2","18","2","7","1","2","1","3",""
"14","28","2","18","2","7","1","4","1","","4"
"14","29","2","4","2","8","1","3","1","1",""
"14","30","2","4","2","8","1","2","1","2",""
"14","31","2","4","2","8","1","4","1","3",""
"14","32","2","4","2","8","1","1","1","","4"
"14","33","4","4","3","9","1","3","1","","1"
"14","34","4","4","3","9","1","2","1","2",""
"14","35","4","4","3","9","1","4","1","3",""
"14","36","4","4","3","9","1","1","1","4",""
"14","37","4","6","3","10","1","2","1","1",""
"14","38","4","6","3","10","1","4","1","","2"
"14","39","4","6","3","10","1","3","1","3",""
"14","40","4","6","3","10","1","1","1","4",""
"14","41","4","1","3","11","1","1","1","1",""
"14","42","4","1","3","11","1","2","1","2",""
"14","43","4","1","3","11","1","4","1","","3"
"14","44","4","1","3","11","1","3","1","4",""
"14","45","1","8","4","12","1","1","1","1",""
"14","46","1","8","4","12","1","4","1","","2"
"14","47","1","8","4","12","1","2","1","3",""
"14","48","1","8","4","12","1","3","1","4",""
"14","49","1","1","4","13","1","2","1","1",""
"14","50","1","1","4","13","1","4","1","","2"
"14","51","1","1","4","13","1","3","1","3",""
"14","52","1","1","4","13","1","1","1","4",""
"14","53","1","2","4","14","1","1","1","1",""
"14","54","1","2","4","14","1","4","1","","2"
"14","55","1","2","4","14","1","2","1","3",""
"14","56","1","2","4","14","1","3","1","4",""
"14","57","5","1","5","15","1","4","1","","1"
"14","58","5","1","5","15","1","1","1","2",""
"14","59","5","1","5","15","1","3","1","3",""
"14","60","5","1","5","15","1","2","1","4",""
"15","1","3","4","1","1","1","1","1","1",""
"15","2","3","4","1","1","1","2","1","2",""
"15","3","3","4","1","1","1","3","1","3",""
"15","4","3","4","1","1","1","4","1","","4"
"15","5","3","5","1","2","1","3","1","1",""
"15","6","3","5","1","2","1","2","1","","2"
"15","7","3","5","1","2","1","1","1","3",""
"15","8","3","5","1","2","1","4","1","4",""
"15","9","3","3","1","3","1","3","1","1",""
"15","10","3","3","1","3","1","4","1","","2"
"15","11","3","3","1","3","1","2","1","3",""
"15","12","3","3","1","3","1","1","1","4",""
"15","13","2","11","2","4","1","3","1","1",""
"15","14","2","11","2","4","1","4","1","","2"
"15","15","2","11","2","4","1","2","1","3",""
"15","16","2","11","2","4","1","1","1","4",""
"15","17","2","7","2","5","1","3","1","1",""
"15","18","2","7","2","5","1","4","1","","2"
"15","19","2","7","2","5","1","1","1","3",""
"15","20","2","7","2","5","1","2","1","4",""
"15","21","2","8","2","6","1","3","1","","1"
"15","22","2","8","2","6","1","4","1","2",""
"15","23","2","8","2","6","1","2","1","3",""
"15","24","2","8","2","6","1","1","1","4",""
"15","25","2","10","2","7","1","2","1","1",""
"15","26","2","10","2","7","1","4","1","","2"
"15","27","2","10","2","7","1","3","1","3",""
"15","28","2","10","2","7","1","1","1","4",""
"15","29","2","18","2","8","1","3","1","1",""
"15","30","2","18","2","8","1","4","1","","2"
"15","31","2","18","2","8","1","2","1","3",""
"15","32","2","18","2","8","1","1","1","4",""
"15","33","1","4","3","9","1","1","1","1",""
"15","34","1","4","3","9","1","2","1","2",""
"15","35","1","4","3","9","1","3","1","3",""
"15","36","1","4","3","9","1","4","1","","4"
"15","37","1","6","3","10","1","3","1","1",""
"15","38","1","6","3","10","1","4","1","","2"
"15","39","1","6","3","10","1","1","1","3",""
"15","40","1","6","3","10","1","2","1","4",""
"15","41","1","2","3","11","1","1","1","1",""
"15","42","1","2","3","11","1","3","1","2",""
"15","43","1","2","3","11","1","4","1","","3"
"15","44","1","2","3","11","1","2","1","4",""
"15","45","4","1","4","12","1","3","1","1",""
"15","46","4","1","4","12","1","2","1","2",""
"15","47","4","1","4","12","1","4","1","","3"
"15","48","4","1","4","12","1","1","1","4",""
"15","49","4","6","4","13","1","2","1","1",""
"15","50","4","6","4","13","1","3","1","2",""
"15","51","4","6","4","13","1","1","1","3",""
"15","52","4","6","4","13","1","4","1","","4"
"15","53","4","3","4","14","1","1","1","1",""
"15","54","4","3","4","14","1","4","1","","2"
"15","55","4","3","4","14","1","2","1","3",""
"15","56","4","3","4","14","1","3","1","4",""
"15","57","5","1","5","15","1","3","1","1",""
"15","58","5","1","5","15","1","4","1","","2"
"15","59","5","1","5","15","1","1","1","3",""
"15","60","5","1","5","15","1","2","1","4",""
"16","1","4","1","1","1","1","2","1","1",""
"16","2","4","1","1","1","1","1","1","2",""
"16","3","4","1","1","1","1","3","1","3",""
"16","4","4","1","1","1","1","4","1","","4"
"16","5","4","3","1","2","1","1","1","1",""
"16","6","4","3","1","2","1","3","1","2",""
"16","7","4","3","1","2","1","2","1","3",""
"16","8","4","3","1","2","1","4","1","","4"
"16","9","4","6","1","3","1","2","1","1",""
"16","10","4","6","1","3","1","1","1","2",""
"16","11","4","6","1","3","1","3","1","3",""
"16","12","4","6","1","3","1","4","1","","4"
"16","13","2","10","2","4","1","3","1","1",""
"16","14","2","10","2","4","1","1","1","2",""
"16","15","2","10","2","4","1","2","1","3",""
"16","16","2","10","2","4","1","4","1","","4"
"16","17","2","14","2","5","1","4","1","","1"
"16","18","2","14","2","5","1","1","1","2",""
"16","19","2","14","2","5","1","3","1","3",""
"16","20","2","14","2","5","1","2","1","4",""
"16","21","2","20","2","6","1","3","1","1",""
"16","22","2","20","2","6","1","4","1","","2"
"16","23","2","20","2","6","1","2","1","3",""
"16","24","2","20","2","6","1","1","1","4",""
"16","25","2","16","2","7","1","4","1","1",""
"16","26","2","16","2","7","1","3","1","2",""
"16","27","2","16","2","7","1","1","1","","3"
"16","28","2","16","2","7","1","2","1","4",""
"16","29","2","2","2","8","1","4","1","","1"
"16","30","2","2","2","8","1","1","1","2",""
"16","31","2","2","2","8","1","3","1","3",""
"16","32","2","2","2","8","1","2","1","4",""
"16","33","5","1","3","9","1","4","1","","1"
"16","34","5","1","3","9","1","3","1","2",""
"16","35","5","1","3","9","1","1","1","3",""
"16","36","5","1","3","9","1","2","1","4",""
"16","37","1","4","4","10","1","1","1","1",""
"16","38","1","4","4","10","1","3","1","2",""
"16","39","1","4","4","10","1","4","1","","3"
"16","40","1","4","4","10","1","2","1","4",""
"16","41","1","5","4","11","1","2","1","1",""
"16","42","1","5","4","11","1","3","1","2",""
"16","43","1","5","4","11","1","4","1","","3"
"16","44","1","5","4","11","1","1","1","4",""
"16","45","1","7","4","12","1","1","1","1",""
"16","46","1","7","4","12","1","3","1","2",""
"16","47","1","7","4","12","1","4","1","","3"
"16","48","1","7","4","12","1","2","1","4",""
"16","49","3","4","5","13","1","1","1","1",""
"16","50","3","4","5","13","1","2","1","2",""
"16","51","3","4","5","13","1","4","1","","3"
"16","52","3","4","5","13","1","3","1","4",""
"16","53","3","2","5","14","1","2","1","1",""
"16","54","3","2","5","14","1","3","1","2",""
"16","55","3","2","5","14","1","4","1","","3"
"16","56","3","2","5","14","1","1","1","4",""
"16","57","3","7","5","15","1","1","1","1",""
"16","58","3","7","5","15","1","3","1","2",""
"16","59","3","7","5","15","1","2","1","3",""
"16","60","3","7","5","15","1","4","1","","4"
"17","1","1","8","1","1","1","3","1","1",""
"17","2","1","8","1","1","1","4","1","","2"
"17","3","1","8","1","1","1","1","1","3",""
"17","4","1","8","1","1","1","2","1","4",""
"17","5","1","1","1","2","1","1","1","1",""
"17","6","1","1","1","2","1","3","1","2",""
"17","7","1","1","1","2","1","2","1","3",""
"17","8","1","1","1","2","1","4","1","","4"
"17","9","1","5","1","3","1","1","1","1",""
"17","10","1","5","1","3","1","3","1","2",""
"17","11","1","5","1","3","1","4","1","","3"
"17","12","1","5","1","3","1","2","1","4",""
"17","13","4","3","2","4","1","3","1","1",""
"17","14","4","3","2","4","1","2","1","2",""
"17","15","4","3","2","4","1","1","1","3",""
"17","16","4","3","2","4","1","4","1","","4"
"17","17","4","1","2","5","1","2","1","1",""
"17","18","4","1","2","5","1","3","1","2",""
"17","19","4","1","2","5","1","4","1","","3"
"17","20","4","1","2","5","1","1","1","4",""
"17","21","4","6","2","6","1","4","1","","1"
"17","22","4","6","2","6","1","3","1","2",""
"17","23","4","6","2","6","1","1","1","3",""
"17","24","4","6","2","6","1","2","1","4",""
"17","25","3","6","3","7","1","3","1","1",""
"17","26","3","6","3","7","1","2","1","2",""
"17","27","3","6","3","7","1","1","1","3",""
"17","28","3","6","3","7","1","4","1","","4"
"17","29","3","1","3","8","1","4","1","","1"
"17","30","3","1","3","8","1","3","1","2",""
"17","31","3","1","3","8","1","1","1","3",""
"17","32","3","1","3","8","1","2","1","4",""
"17","33","3","5","3","9","1","2","1","","1"
"17","34","3","5","3","9","1","3","1","2",""
"17","35","3","5","3","9","1","1","1","3",""
"17","36","3","5","3","9","1","4","1","4",""
"17","37","2","17","4","10","1","2","1","1",""
"17","38","2","17","4","10","1","4","1","","2"
"17","39","2","17","4","10","1","3","1","3",""
"17","40","2","17","4","10","1","1","1","4",""
"17","41","2","2","4","11","1","4","1","","1"
"17","42","2","2","4","11","1","1","1","2",""
"17","43","2","2","4","11","1","3","1","3",""
"17","44","2","2","4","11","1","2","1","4",""
"17","45","2","1","4","12","1","3","1","1",""
"17","46","2","1","4","12","1","2","1","2",""
"17","47","2","1","4","12","1","1","1","3",""
"17","48","2","1","4","12","1","4","1","","4"
"17","49","2","3","4","13","1","2","1","","1"
"17","50","2","3","4","13","1","1","1","2",""
"17","51","2","3","4","13","1","3","1","3",""
"17","52","2","3","4","13","1","4","1","4",""
"17","53","2","7","4","14","1","3","1","1",""
"17","54","2","7","4","14","1","4","1","","2"
"17","55","2","7","4","14","1","1","1","3",""
"17","56","2","7","4","14","1","2","1","4",""
"17","57","5","1","5","15","1","2","1","1",""
"17","58","5","1","5","15","1","1","1","2",""
"17","59","5","1","5","15","1","4","1","","3"
"17","60","5","1","5","15","1","3","1","4",""
"18","1","3","2","1","1","1","1","1","1",""
"18","2","3","2","1","1","1","3","1","2",""
"18","3","3","2","1","1","1","2","1","3",""
"18","4","3","2","1","1","1","4","1","","4"
"18","5","3","3","1","2","1","4","1","","1"
"18","6","3","3","1","2","1","2","1","2",""
"18","7","3","3","1","2","1","1","1","3",""
"18","8","3","3","1","2","1","3","1","4",""
"18","9","3","4","1","3","1","2","1","1",""
"18","10","3","4","1","3","1","3","1","2",""
"18","11","3","4","1","3","1","4","1","","3"
"18","12","3","4","1","3","1","1","1","4",""
"18","13","5","1","2","4","1","1","1","1",""
"18","14","5","1","2","4","1","2","1","2",""
"18","15","5","1","2","4","1","3","1","3",""
"18","16","5","1","2","4","1","4","1","","4"
"18","17","2","14","3","5","1","4","1","","1"
"18","18","2","14","3","5","1","1","1","2",""
"18","19","2","14","3","5","1","2","1","3",""
"18","20","2","14","3","5","1","3","1","4",""
"18","21","2","15","3","6","1","2","1","1",""
"18","22","2","15","3","6","1","3","1","2",""
"18","23","2","15","3","6","1","1","1","3",""
"18","24","2","15","3","6","1","4","1","","4"
"18","25","2","11","3","7","1","1","1","1",""
"18","26","2","11","3","7","1","3","1","2",""
"18","27","2","11","3","7","1","2","1","3",""
"18","28","2","11","3","7","1","4","1","","4"
"18","29","2","2","3","8","1","3","1","1",""
