"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
309 2 1 1 1 46 2 1 2 1 1 45
309 3 2 1 1 18 3 1 2 1 1 45
310 2 2 6 1 58 2 1 1 6 1 55
310 3 2 6 1 18 3 1 1 6 1 55
310 4 1 6 1 16 3 1 1 6 1 55
311 2 2 1 1 39 2 1 1 1 1 39
311 3 1 1 1 13 3 1 1 1 1 39
311 4 1 1 1 11 3 1 1 1 1 39
311 5 1 1 1 7 3 1 1 1 1 39
312 2 1 1 1 56 12 1 1 3 1 61
313 2 2 1 1 48 2 1 1 1 1 48
314 2 2 7 2 63 2 2 1 7 2 65
315 2 1 1 1 50 11 1 2 1 1 44
316 2 2 1 1 50 2 1 1 1 1 53
317 2 2 1 1 49 2 1 1 1 1 55
317 3 1 1 1 25 3 1 1 1 1 55
317 4 2 1 1 14 3 1 1 1 1 55
317 5 1 1 1 13 3 1 1 1 1 55
318 2 2 1 1 59 2 1 1 1 1 63
319 2 1 1 1 69 2 1 2 1 1 67
320 2 1 1 1 27 11 2 1 1 1 29
321 2 2 8 1 15 3 1 1 1 1 44
321 3 1 8 1 13 3 1 1 1 1 44
321 4 2 1 1 44 11 1 1 1 1 44
321 5 2 1 1 16 12 1 1 1 1 44
321 6 2 8 1 12 12 1 1 1 1 44
322 2 2 1 1 20 3 1 2 1 1 50
323 2 1 1 1 30 3 1 2 1 1 62
323 3 2 1 1 29 4 1 2 1 1 62
324 2 2 1 1 72 2 1 1 1 1 77
325 2 1 2 1 63 2 2 2 2 1 59
325 3 2 2 1 7 9 2 2 2 1 59
326 2 1 1 1 67 2 1 2 1 1 63
327 2 2 1 1 65 2 1 1 1 1 65
328 2 1 2 1 22 3 2 2 2 1 42
328 3 2 2 1 13 3 2 2 2 1 42
329 2 2 1 1 37 2 2 1 1 1 43
329 3 1 1 1 17 3 2 1 1 1 43
329 4 2 1 1 13 3 2 1 1 1 43
330 2 2 5 1 51 2 2 1 5 1 55
331 2 1 2 3 11 3 2 2 2 3 32
332 2 1 1 1 27 11 2 1 8 1 27
332 3 1 1 1 25 11 2 1 8 1 27
333 2 1 1 1 72 2 1 2 1 1 70
334 2 1 1 1 32 2 1 2 1 1 28
335 2 2 8 1 57 2 2 1 1 1 74
335 3 1 8 1 17 3 2 1 1 1 74
335 4 2 8 1 15 3 2 1 1 1 74
336 2 2 1 1 66 2 1 1 1 1 73
337 2 1 2 1 66 3 1 2 2 1 90
338 2 2 2 1 23 3 2 2 2 1 43
339 2 1 1 1 45 3 2 2 1 1 83
340 2 2 1 1 69 2 1 1 1 1 72
341 2 2 1 1 49 2 1 1 1 1 52
341 3 2 1 1 20 3 1 1 1 1 52
342 2 1 1 1 24 3 1 2 1 1 46
343 2 2 1 1 60 2 1 1 1 1 66
343 3 2 1 1 32 3 1 1 1 1 66
344 2 1 1 1 57 2 1 2 1 1 56
345 2 1 1 1 65 2 1 2 1 1 70
346 2 2 8 1 53 2 1 1 8 1 56
346 3 2 9 1 23 3 1 1 8 1 56
347 2 2 6 1 35 2 1 1 6 1 36
347 3 1 6 1 3 3 1 1 6 1 36
348 2 2 1 1 64 2 1 1 1 1 64
349 2 2 1 1 6 3 2 1 1 1 27
349 3 2 1 1 2 3 2 1 1 1 27
349 4 1 1 1 17 10 2 1 1 1 27
349 5 2 1 1 24 11 2 1 1 1 27
350 2 2 1 1 69 2 1 1 1 1 74
351 2 1 1 1 67 2 1 2 1 1 69
352 2 1 1 1 44 12 1 1 1 1 62
353 2 2 1 1 73 2 1 1 1 1 77
354 2 2 1 1 46 2 1 1 1 1 45
354 3 2 1 1 19 3 1 1 1 1 45
355 2 1 8 1 30 3 1 2 1 1 62
355 3 2 8 1 26 3 1 2 1 1 62
355 4 1 1 1 62 11 1 2 1 1 62
356 2 2 1 1 51 2 1 1 1 1 51
356 3 1 1 1 9 3 1 1 1 1 51
356 4 1 1 1 24 3 1 1 1 1 51
356 5 2 1 1 16 11 1 1 1 1 51
357 2 2 2 1 4 3 1 1 2 1 20
358 2 2 1 1 50 2 1 1 1 1 57
359 2 2 1 1 56 2 1 1 1 1 67
359 3 1 1 1 95 5 1 1 1 1 67
360 2 2 4 1 35 2 2 1 4 1 35
361 2 2 7 2 37 2 2 1 1 1 37
361 3 2 8 2 3 3 2 1 1 1 37
361 4 2 1 1 59 5 2 1 1 1 37
362 2 2 1 1 85 5 2 2 1 1 55
363 2 2 2 1 34 3 1 2 2 1 66
363 3 2 2 1 5 9 1 2 2 1 66
363 4 1 2 1 3 9 1 2 2 1 66
364 2 2 1 1 48 3 1 2 1 1 76
365 2 1 1 1 35 2 1 2 1 1 35
366 2 1 2 1 53 11 1 1 2 1 48
367 2 2 1 1 70 2 1 1 1 1 75
368 2 2 2 1 52 2 2 1 2 1 54
368 3 2 2 1 24 3 2 1 2 1 54
369 2 1 2 1 4 3 2 2 2 1 29
370 2 2 6 1 44 2 2 1 6 1 47
371 2 2 2 5 30 2 1 1 2 5 34
371 3 2 2 5 3 3 1 1 2 5 34
371 4 1 2 5 1 3 1 1 2 5 34
372 2 2 1 1 24 11 2 1 1 1 25
372 3 2 8 1 25 11 2 1 1 1 25
373 2 2 1 1 42 2 1 1 1 1 43
373 3 1 1 1 6 3 1 1 1 1 43
373 4 2 1 1 10 3 1 1 1 1 43
374 2 2 1 1 32 2 2 1 1 1 39
374 3 2 1 1 6 3 2 1 1 1 39
375 2 2 1 1 42 2 1 1 1 1 40
375 3 1 1 1 12 3 1 1 1 1 40
375 4 2 1 1 11 3 1 1 1 1 40
375 5 1 1 1 9 3 1 1 1 1 40
375 6 1 1 1 7 3 1 1 1 1 40
376 2 1 3 1 52 12 2 1 8 1 31
377 2 2 1 1 30 11 1 1 1 1 32
378 2 2 2 1 52 2 1 1 2 1 59
378 3 1 2 1 25 3 1 1 2 1 59
379 2 1 1 1 60 2 1 2 1 1 60
380 2 2 1 1 46 2 1 1 1 1 55
381 2 2 1 1 62 2 1 1 1 1 63
382 2 1 1 1 58 2 1 2 1 1 56
382 3 1 1 1 12 3 1 2 1 1 56
383 2 2 1 1 35 2 1 1 1 1 48
383 3 2 1 1 14 3 1 1 1 1 48
383 4 2 1 1 11 3 1 1 1 1 48
383 5 1 1 1 9 3 1 1 1 1 48
384 2 1 1 1 25 2 1 2 1 1 25
385 2 1 1 2 6 3 2 2 1 2 26
386 2 1 1 1 81 2 1 2 1 1 72
387 2 2 6 1 46 2 2 1 6 1 47
387 3 1 6 1 22 3 2 1 6 1 47
387 4 1 6 1 20 3 2 1 6 1 47
387 5 2 6 1 19 3 2 1 6 1 47
387 6 1 6 1 16 3 2 1 6 1 47
388 2 2 1 1 41 2 1 1 1 1 41
388 3 2 1 1 14 3 1 1 1 1 41
388 4 2 1 1 8 3 1 1 1 1 41
389 2 2 1 2 69 5 1 1 1 2 39
390 2 2 1 1 68 2 1 1 1 1 69
390 3 1 1 1 28 3 1 1 1 1 69
390 4 2 1 1 94 6 1 1 1 1 69
391 2 1 2 1 32 2 2 2 2 1 28
391 3 1 2 1 7 3 2 2 2 1 28
391 4 1 2 1 2 3 2 2 2 1 28
392 2 1 4 1 50 2 1 2 4 1 39
392 3 1 4 1 7 3 1 2 4 1 39
392 4 1 4 1 6 3 1 2 4 1 39
393 2 1 2 1 13 3 2 2 2 1 37
393 3 1 2 1 11 3 2 2 2 1 37
393 4 2 2 1 8 3 2 2 2 1 37
394 2 1 1 1 56 2 1 2 1 1 56
394 3 1 1 1 25 3 1 2 1 1 56
395 2 2 1 1 42 2 1 1 6 1 53
395 3 2 8 1 14 3 1 1 6 1 53
395 4 1 8 1 12 3 1 1 6 1 53
396 2 2 1 1 85 2 1 1 1 1 86
397 2 2 6 1 17 3 2 1 8 2 52
397 3 1 7 5 44 11 2 1 8 2 52
398 2 1 1 1 60 2 1 2 1 1 56
399 2 1 1 1 66 2 1 2 1 1 66
400 2 1 7 2 7 3 2 2 7 2 26
401 2 1 1 1 43 2 2 2 1 1 37
401 3 2 1 1 10 3 2 2 1 1 37
402 2 2 1 1 60 2 1 1 1 1 62
403 2 2 1 1 61 2 1 1 1 1 61
404 2 2 1 1 82 2 1 1 1 1 85
405 2 2 1 1 50 2 1 1 1 1 53
405 3 2 1 1 19 3 1 1 1 1 53
405 4 2 1 1 17 3 1 1 1 1 53
406 2 1 2 1 78 2 1 2 2 1 70
407 2 1 1 1 32 2 2 2 1 1 26
407 3 1 1 1 1 3 2 2 1 1 26
408 2 1 1 1 62 2 1 2 1 1 60
409 2 2 1 1 66 2 1 1 1 1 66
410 2 2 1 1 61 2 1 1 1 1 66
411 2 2 1 1 55 2 1 1 1 1 54
412 2 2 2 1 65 3 1 2 2 1 94
413 2 1 2 1 44 3 1 2 2 1 63
413 3 1 2 1 36 3 1 2 2 1 63
414 2 2 1 1 84 2 1 1 1 1 83
415 2 2 1 1 32 2 1 1 1 1 62
415 3 1 1 1 5 3 1 1 1 1 62
415 4 1 1 1 3 3 1 1 1 1 62
415 5 1 1 1 32 10 1 1 1 1 62
416 2 1 6 1 59 2 1 2 6 1 58
416 3 1 6 1 18 3 1 2 6 1 58
416 4 2 6 1 14 3 1 2 6 1 58
417 2 2 1 1 65 2 1 1 1 1 85
418 2 1 1 1 43 2 1 2 1 1 42
418 3 2 1 1 12 3 1 2 1 1 42
418 4 2 1 1 9 3 1 2 1 1 42
419 2 1 1 1 63 2 1 2 1 1 60
419 3 2 1 1 31 3 1 2 1 1 60
420 2 2 1 1 45 2 1 1 1 1 58
420 3 2 1 1 10 3 1 1 1 1 58
420 4 2 1 1 8 3 1 1 1 1 58
421 2 1 6 1 33 2 2 2 6 1 30
421 3 1 6 1 5 3 2 2 6 1 30
421 4 2 6 1 3 3 2 2 6 1 30
422 2 2 1 2 35 2 1 1 1 2 46
422 3 2 1 2 6 3 1 1 1 2 46
422 4 1 1 2 4 3 1 1 1 2 46
422 5 2 1 2 15 3 1 1 1 2 46
423 2 2 1 1 33 3 1 2 7 1 59
423 3 1 1 1 25 12 1 2 7 1 59
424 2 1 1 1 52 2 1 2 1 1 48
424 3 2 1 1 17 3 1 2 1 1 48
424 4 2 1 1 15 3 1 2 1 1 48
425 2 2 1 2 85 2 2 1 1 2 90
426 2 2 7 2 33 2 1 1 7 2 39
426 3 1 7 2 12 3 1 1 7 2 39
426 4 1 7 2 10 3 1 1 7 2 39
427 2 1 2 1 29 2 2 2 2 1 29
427 3 1 2 1 9 3 2 2 2 1 29
427 4 1 2 1 8 3 2 2 2 1 29
428 2 1 1 1 81 2 1 2 1 1 58
429 2 2 1 1 34 2 1 1 1 1 36
429 3 1 1 1 6 3 1 1 1 1 36
429 4 2 1 1 4 3 1 1 1 1 36
430 2 2 6 1 57 2 1 1 6 1 59
430 3 1 6 1 26 3 1 1 6 1 59
430 4 2 6 1 20 3 1 1 6 1 59
430 5 2 6 1 83 6 1 1 6 1 59
430 6 1 6 1 84 10 1 1 6 1 59
431 2 1 1 1 53 10 1 1 1 1 67
432 2 1 1 1 46 2 2 2 1 1 43
432 3 1 1 1 19 3 2 2 1 1 43
433 2 1 2 1 26 3 2 2 2 1 59
433 3 1 2 1 22 3 2 2 2 1 59
434 2 2 1 1 58 2 1 1 1 1 59
434 3 1 1 1 20 3 1 1 1 1 59
435 2 1 1 1 61 2 1 2 1 1 63
436 2 1 1 1 72 11 1 2 1 1 66
437 2 2 1 1 54 2 1 1 1 1 59
437 3 2 1 1 28 3 1 1 1 1 59
437 4 1 1 1 29 3 1 1 1 1 59
438 2 2 1 1 46 2 1 1 1 1 46
438 3 2 1 1 16 3 1 1 1 1 46
438 4 2 1 1 12 3 1 1 1 1 46
439 2 2 1 1 61 2 1 1 1 1 65
439 3 1 1 1 30 3 1 1 1 1 65
440 2 2 1 1 53 2 1 1 1 1 64
440 3 1 1 1 18 3 1 1 1 1 64
441 2 2 1 1 70 2 1 1 1 1 71
442 2 2 1 1 57 2 1 1 1 1 58
442 3 1 1 1 24 3 1 1 1 1 58
442 4 1 1 1 24 3 1 1 1 1 58
443 2 1 1 1 63 2 1 2 1 1 52
444 2 2 1 1 63 2 2 1 1 1 57
445 2 2 1 1 69 2 1 1 1 1 73
446 2 2 4 1 27 11 1 2 1 1 61
447 2 1 1 2 17 3 2 2 1 2 38
447 3 1 1 2 14 3 2 2 1 2 38
447 4 1 1 2 3 3 2 2 1 2 38
448 2 1 1 1 72 11 1 2 1 1 60
449 2 1 1 1 40 2 1 2 1 1 38
449 3 1 1 1 1 3 1 2 1 1 38
450 2 1 1 1 11 3 1 2 1 1 41
450 3 1 1 1 40 11 1 2 1 1 41
451 2 2 1 1 72 2 1 1 1 1 79
452 2 1 1 1 63 2 1 2 1 1 57
453 2 2 1 1 78 2 1 1 1 1 78
454 2 1 1 1 36 2 1 2 1 1 37
454 3 1 1 1 13 3 1 2 1 1 37
454 4 1 1 1 11 3 1 2 1 1 37
454 5 1 1 1 7 3 1 2 1 1 37
455 2 2 1 1 55 2 1 1 1 1 58
455 3 2 1 1 27 3 1 1 1 1 58
455 4 2 1 1 84 6 1 1 1 1 58
456 2 1 1 1 47 2 1 2 1 1 60
457 2 1 1 1 92 2 1 2 1 1 89
458 2 2 1 1 40 2 1 1 1 1 45
458 3 1 1 1 10 3 1 1 1 1 45
458 4 2 1 1 8 3 1 1 1 1 45
459 2 1 1 1 52 11 2 2 1 1 56
460 2 2 1 1 64 2 1 1 1 1 67
461 2 1 1 1 30 2 1 2 1 1 36
461 3 1 1 1 17 3 1 2 1 1 36
461 4 2 1 1 14 3 1 2 1 1 36
462 2 2 1 1 76 11 2 1 1 1 78
463 2 2 2 1 32 3 1 2 2 1 59
463 3 2 2 1 10 9 1 2 2 1 59
464 2 2 1 1 27 11 1 1 1 1 31
465 2 2 1 1 79 5 2 2 1 1 49
466 2 2 2 1 57 2 1 1 2 1 60
467 2 2 1 1 58 2 1 1 1 1 66
468 2 2 1 1 61 2 1 1 1 1 62
469 2 1 1 3 8 3 1 1 1 3 55
469 3 1 1 3 5 3 1 1 1 3 55
470 2 2 1 1 60 2 1 1 1 1 55
471 2 1 1 1 56 11 2 2 1 1 45
472 2 1 1 2 32 11 2 1 1 2 51
473 2 2 1 1 31 2 1 1 1 1 32
473 3 2 1 1 9 3 1 1 1 1 32
473 4 1 1 1 6 3 1 1 1 1 32
474 2 1 1 1 49 2 1 2 1 1 45
474 3 2 1 1 11 3 1 2 1 1 45
475 2 1 1 1 12 3 2 2 1 1 38
476 2 2 1 1 16 3 2 2 1 1 41
477 2 2 1 1 12 3 2 1 1 1 41
478 2 2 1 1 57 2 1 1 1 1 60
479 2 2 1 1 36 11 1 1 1 1 39
479 3 2 1 1 18 12 1 1 1 1 39
479 4 1 1 1 15 12 1 1 1 1 39
480 2 2 1 2 39 2 2 1 1 2 40
480 3 2 1 2 19 3 2 1 1 2 40
480 4 2 1 2 14 3 2 1 1 2 40
480 5 2 1 2 5 3 2 1 1 2 40
481 2 2 1 1 52 2 1 1 1 1 58
482 2 1 1 1 8 3 2 2 1 1 29
483 2 2 1 1 74 2 1 1 1 1 76
484 2 1 2 1 36 9 2 2 2 1 80
485 2 2 1 1 63 2 1 1 1 1 66
486 2 2 4 1 47 2 1 1 4 1 42
487 2 1 2 1 24 9 2 2 2 1 56
487 3 2 2 1 21 9 2 2 2 1 56
488 2 1 1 1 69 2 1 2 1 1 64
489 2 2 1 1 62 2 1 1 1 1 67
490 2 2 1 1 50 2 1 1 1 1 53
490 3 1 1 1 30 3 1 1 1 1 53
490 4 1 1 1 28 3 1 1 1 1 53
490 5 1 1 1 25 3 1 1 1 1 53
491 2 2 1 1 37 2 1 1 1 2 41
491 3 2 1 2 14 3 1 1 1 2 41
491 4 1 1 2 11 3 1 1 1 2 41
491 5 1 1 2 8 3 1 1 1 2 41
492 2 1 1 1 57 2 1 2 1 1 55
492 3 2 1 1 13 3 1 2 1 1 55
493 2 1 2 1 48 2 1 2 2 1 42
494 2 2 1 1 60 2 1 1 1 1 77
495 2 1 1 1 32 11 1 2 1 1 32
496 2 2 1 1 38 2 1 1 1 1 38
496 3 1 1 1 8 3 1 1 1 1 38
497 2 2 1 1 58 2 1 1 1 1 58
498 2 2 1 1 56 2 1 1 1 1 61
499 2 1 1 1 36 2 1 2 1 1 31
499 3 1 1 1 10 3 1 2 1 1 31
499 4 2 1 1 8 3 1 2 1 1 31
499 5 1 1 1 3 3 1 2 1 1 31
500 2 1 1 1 55 2 1 2 8 1 51
500 3 2 8 1 22 3 1 2 8 1 51
501 2 1 1 1 47 3 1 1 1 1 72
501 3 2 1 1 21 9 1 1 1 1 72
502 2 1 1 1 66 2 1 2 1 1 65
503 2 1 1 1 13 3 2 2 1 1 40
503 3 1 1 1 11 3 2 2 1 1 40
504 2 2 1 1 75 2 2 1 1 1 77
505 2 2 1 1 43 2 1 1 1 1 48
505 3 1 1 1 15 3 1 1 1 1 48
505 4 2 1 1 10 3 1 1 1 1 48
506 2 2 1 1 50 2 1 1 1 1 50
506 3 2 1 1 17 3 1 1 1 1 50
507 2 2 1 1 53 2 1 1 1 1 55
508 2 1 1 1 48 11 1 2 1 1 48
509 2 1 1 1 42 11 2 2 1 1 38
510 2 1 8 1 20 3 1 1 3 1 58
510 3 1 1 1 26 10 1 1 3 1 58
510 4 1 1 1 5 10 1 1 3 1 58
511 2 2 7 5 46 2 1 1 7 5 46
511 3 2 7 5 14 3 1 1 7 5 46
511 4 2 7 5 11 3 1 1 7 5 46
511 5 1 7 5 24 3 1 1 7 5 46
512 2 2 1 1 78 5 1 2 1 1 54
513 2 2 1 1 54 2 1 1 1 1 54
514 2 1 1 1 59 10 2 1 1 1 82
515 2 1 1 1 25 11 1 1 1 1 49
516 2 1 1 2 10 3 2 2 1 2 33
516 3 1 1 2 8 3 2 2 1 2 33
516 4 2 1 2 4 3 2 2 1 2 33
516 5 1 1 2 38 11 2 2 1 2 33
517 2 2 1 1 59 2 1 1 1 1 62
518 2 1 1 1 60 2 1 2 2 1 53
519 2 2 1 1 71 2 1 1 1 1 70
520 2 1 1 1 55 2 1 2 1 1 55
520 3 1 1 1 28 3 1 2 1 1 55
521 2 1 1 1 57 2 1 2 1 1 51
522 2 2 1 1 59 2 1 1 1 1 56
522 3 1 1 1 24 3 1 1 1 1 56
523 2 1 1 1 55 2 1 2 1 1 55
524 2 1 1 1 28 2 2 2 1 1 28
524 3 1 1 1 2 3 2 2 1 1 28
525 2 2 1 1 61 2 1 1 1 1 62
525 3 1 1 1 27 3 1 1 1 1 62
526 2 2 1 1 73 2 2 1 1 1 78
527 2 2 1 1 25 11 2 2 1 1 24
528 2 2 1 1 34 2 2 1 1 1 39
529 2 1 1 1 53 2 1 2 1 1 46
529 3 1 1 1 17 3 1 2 1 1 46
529 4 2 1 1 15 3 1 2 1 1 46
530 2 1 1 2 21 3 1 1 1 5 50
531 2 2 1 1 73 2 1 1 1 1 78
532 2 1 1 1 62 2 1 2 1 1 61
533 2 2 1 1 47 2 1 1 1 1 48
533 3 1 1 1 18 3 1 1 1 1 48
533 4 2 1 1 12 3 1 1 1 1 48
534 2 2 1 1 56 2 1 1 1 1 57
534 3 1 1 1 25 3 1 1 1 1 57
535 2 2 7 2 22 3 2 2 7 2 41
535 3 2 7 2 18 3 2 2 7 2 41
535 4 2 7 2 17 3 2 2 7 2 41
535 5 1 7 2 11 3 2 2 7 2 41
535 6 1 7 2 8 3 2 2 7 2 41
536 2 1 1 1 49 2 2 2 1 1 46
537 2 1 1 1 36 2 1 2 1 1 36
537 3 1 1 1 8 3 1 2 1 1 36
538 2 1 1 1 25 2 1 2 1 1 24
539 2 2 1 2 8 9 2 2 1 2 59
539 3 1 1 2 59 11 2 2 1 2 59
540 2 1 2 1 10 3 2 2 2 1 34
540 3 1 2 1 10 3 2 2 2 1 34
541 2 2 1 1 59 2 1 1 1 1 65
542 2 1 3 1 20 3 2 2 3 1 43
542 3 2 3 1 19 3 2 2 3 1 43
543 2 1 2 1 39 3 2 2 2 1 65
543 3 1 2 1 37 3 2 2 2 1 65
543 4 1 2 1 4 9 2 2 2 1 65
543 5 2 2 1 23 4 2 2 2 1 65
544 2 1 1 1 61 2 1 2 1 1 66
545 2 2 1 1 67 11 1 1 1 1 68
546 2 2 1 1 57 2 1 1 1 1 59
547 2 2 1 1 45 2 1 1 1 1 53
547 3 2 1 1 17 3 1 1 1 1 53
548 2 2 1 1 4 3 2 1 1 1 22
548 3 2 1 1 24 11 2 1 1 1 22
549 2 1 1 2 30 11 2 1 1 1 30
549 3 2 1 2 25 11 2 1 1 1 30
550 2 2 2 1 10 9 1 2 2 1 71
551 2 2 1 1 63 2 1 1 1 1 65
551 3 1 1 1 29 3 1 1 1 1 65
552 2 2 1 1 45 2 2 1 1 1 50
552 3 2 1 1 21 3 2 1 1 1 50
553 2 2 1 1 76 2 1 1 1 1 81
554 2 1 1 5 20 3 1 2 1 5 40
554 3 1 1 5 5 3 1 2 1 5 40
554 4 2 1 5 44 7 1 2 1 5 40
554 5 2 1 5 72 5 1 2 1 5 40
555 2 1 9 1 8 3 2 2 1 1 26
555 3 2 9 1 6 3 2 2 1 1 26
555 4 1 9 1 4 3 2 2 1 1 26
556 2 2 1 1 73 11 1 2 1 1 75
557 2 1 1 3 47 11 1 2 1 1 65
558 2 2 1 1 65 2 1 1 1 1 70
558 3 2 1 1 38 3 1 1 1 1 70
558 4 2 1 1 15 9 1 1 1 1 70
558 5 1 1 1 7 9 1 1 1 1 70
559 2 1 1 2 10 3 2 2 1 2 29
559 3 2 1 2 8 3 2 2 1 2 29
559 4 1 1 2 6 3 2 2 1 2 29
560 2 2 1 1 55 2 1 1 1 1 56
560 3 1 1 1 9 3 1 1 1 1 56
560 4 1 1 1 9 3 1 1 1 1 56
561 2 2 1 1 56 2 1 1 1 1 56
562 2 2 1 1 76 2 1 1 1 1 78
562 3 1 3 1 20 9 1 1 1 1 78
563 2 2 1 5 41 2 1 1 1 2 45
563 3 2 1 2 11 3 1 1 1 2 45
563 4 1 1 2 9 3 1 1 1 2 45
564 2 1 7 3 14 3 1 2 7 3 40
564 3 2 7 3 66 5 1 2 7 3 40
564 4 2 7 5 30 11 1 2 7 3 40
564 5 2 7 3 10 11 1 2 7 3 40
565 2 2 1 1 53 2 1 1 1 1 54
565 3 1 1 1 18 3 1 1 1 1 54
566 2 1 1 2 16 3 1 2 1 2 46
566 3 2 1 2 14 3 1 2 1 2 46
567 2 2 1 1 33 2 1 1 1 1 33
567 3 1 1 1 3 3 1 1 1 1 33
567 4 1 1 1 1 3 1 1 1 1 33
568 2 2 1 1 63 2 1 1 1 1 64
569 2 2 1 1 66 2 1 1 1 1 68
569 3 1 1 1 37 3 1 1 1 1 68
569 4 1 1 1 30 3 1 1 1 1 68
569 5 2 1 1 29 11 1 1 1 1 68
570 2 1 1 1 42 11 1 2 1 1 45
571 2 2 1 1 85 2 1 1 1 1 85
572 2 2 1 2 29 2 2 1 1 2 30
572 3 1 1 2 7 3 2 1 1 2 30
572 4 2 1 2 6 3 2 1 1 2 30
572 5 1 1 2 40 10 2 1 1 2 30
573 2 1 1 1 53 2 1 2 1 1 47
573 3 1 1 1 21 3 1 2 1 1 47
573 4 1 1 1 20 3 1 2 1 1 47
574 2 2 1 1 67 2 1 1 1 1 67
575 2 2 1 1 67 2 1 1 1 1 68
576 2 2 1 1 73 2 1 1 1 1 72
576 3 1 1 1 53 3 1 1 1 1 72
576 4 2 1 1 34 9 1 1 1 1 72
577 2 2 1 1 86 2 1 1 1 1 86
578 2 2 1 1 43 2 2 1 1 1 53
578 3 2 1 1 11 3 2 1 1 1 53
578 4 1 1 1 10 3 2 1 1 1 53
578 5 2 1 1 8 3 2 1 1 1 53
579 2 2 1 1 62 2 1 1 1 1 65
580 2 1 1 1 32 3 1 2 1 1 58
580 3 1 1 1 87 6 1 2 1 1 58
581 2 1 1 1 41 2 2 2 1 1 29
581 3 2 1 1 4 3 2 2 1 1 29
581 4 1 1 1 4 3 2 2 1 1 29
581 5 1 1 1 2 3 2 2 1 1 29
582 2 1 1 1 77 2 1 2 1 1 79
582 3 2 1 1 45 3 1 2 1 1 79
583 2 2 2 2 20 3 2 2 2 2 38
583 3 1 2 2 12 3 2 2 2 2 38
584 2 2 1 1 64 2 1 1 1 1 66
585 2 2 1 1 52 2 1 1 1 1 53
585 3 2 1 1 23 3 1 1 1 1 53
585 4 1 1 1 21 3 1 1 1 1 53
586 2 2 1 1 50 2 2 1 1 1 53
586 3 2 1 1 14 3 2 1 1 1 53
587 2 2 1 2 26 2 2 1 1 2 27
587 3 2 1 2 6 3 2 1 1 2 27
588 2 2 1 1 57 2 1 1 8 1 54
588 3 1 1 1 18 3 1 1 8 1 54
588 4 1 1 1 14 3 1 1 8 1 54
589 2 1 1 1 62 2 1 2 1 1 51
590 2 1 1 1 17 3 2 2 1 1 50
590 3 2 1 1 27 7 2 2 1 1 50
590 4 2 1 1 25 7 2 2 1 1 50
590 5 1 1 1 53 10 2 2 1 1 50
591 2 2 1 1 54 2 2 1 1 1 57
592 2 2 1 1 21 3 1 2 1 1 40
593 2 1 1 1 59 2 1 2 1 1 58
594 2 2 7 5 24 3 1 2 7 5 57
594 3 2 7 5 59 7 1 2 7 5 57
594 4 2 7 2 2 9 1 2 7 5 57
594 5 1 7 2 25 4 1 2 7 5 57
595 2 1 1 1 53 2 1 2 1 1 48
595 3 1 1 1 26 3 1 2 1 1 48
596 2 2 1 1 75 2 1 1 1 1 78
597 2 1 1 1 40 2 1 2 1 1 38
597 3 2 1 1 13 3 1 2 1 1 38
597 4 1 1 1 11 3 1 2 1 1 38
598 2 2 1 1 54 2 1 1 1 1 57
599 2 2 1 1 46 2 1 1 1 1 42
599 3 2 1 1 16 3 1 1 1 1 42
599 4 2 1 1 14 3 1 1 1 1 42
600 2 2 1 1 38 2 1 1 1 1 40
601 2 1 1 2 40 3 1 2 1 2 68
602 2 2 1 1 49 2 1 1 1 1 49
602 3 1 1 1 23 3 1 1 1 1 49
602 4 1 1 1 8 3 1 1 1 1 49
603 2 1 1 1 63 2 1 2 1 1 58
604 2 2 6 1 61 2 1 1 6 1 69
605 2 2 2 1 82 2 1 1 2 1 87
606 2 1 1 1 32 2 1 2 1 1 33
607 2 2 1 1 60 2 1 1 1 1 62
608 2 2 1 2 27 3 1 1 1 2 59
608 3 1 1 2 15 3 1 1 1 2 59
608 4 1 1 2 10 3 1 1 1 2 59
608 5 2 1 2 51 11 1 1 1 2 59
609 2 2 1 1 78 2 1 1 1 1 79
610 2 1 2 1 34 2 1 2 2 1 31
610 3 2 2 1 7 3 1 2 2 1 31
610 4 2 2 1 4 3 1 2 2 1 31
611 2 2 9 1 28 2 2 1 1 1 31
611 3 1 1 1 7 3 2 1 1 1 31
611 4 2 1 1 3 3 2 1 1 1 31
612 2 1 1 1 32 2 2 2 1 1 30
613 2 1 1 1 46 2 1 2 1 1 43
613 3 1 1 1 11 3 1 2 1 1 43
614 2 2 1 1 67 2 1 1 1 1 77
615 2 2 1 1 61 2 1 1 1 1 75
616 2 1 2 1 30 2 1 2 1 1 27
616 3 2 2 1 6 3 1 2 1 1 27
617 2 2 1 1 57 2 1 1 1 1 57
617 3 1 1 1 32 3 1 1 1 1 57
618 2 2 8 1 19 3 2 2 8 1 49
619 2 1 3 1 29 3 1 2 3 1 57
620 2 2 1 1 73 2 1 1 1 1 74
621 2 1 1 5 21 3 2 1 1 1 53
621 3 1 1 5 19 3 2 1 1 1 53
622 2 2 1 1 50 2 2 1 2 1 61
623 2 2 1 1 63 2 1 1 1 1 67
624 2 2 1 1 51 2 1 1 1 1 51
625 2 2 1 1 48 2 1 1 1 1 48
626 2 2 1 1 29 2 1 1 6 1 29
